treatment,risk,odds,replicate_id
Moderna,0.00533333333333333,0.00536193029490616,26
No_vaccine,0.00773333333333333,0.00779360386992744,26
Moderna,0.00646666666666666,0.00650875662618264,27
No_vaccine,0.0066,0.00664384940608012,27
Moderna,0.0062,0.00623867981485208,28
No_vaccine,0.00686666666666666,0.00691414378733973,28
Moderna,0.00626666666666666,0.00630618542868643,29
No_vaccine,0.0068,0.00684655658477648,29
Moderna,0.00606666666666666,0.0061036957542423996,30
No_vaccine,0.007,0.00704934541792547,30
Moderna,0.006,0.00603621730382293,31
No_vaccine,0.00706666666666666,0.00711695984960386,31
Moderna,0.007,0.00704934541792547,32
No_vaccine,0.00606666666666666,0.0061036957542423996,32
Moderna,0.0066,0.00664384940608012,33
No_vaccine,0.00646666666666666,0.00650875662618264,33
Moderna,0.00666666666666666,0.00671140939597315,34
No_vaccine,0.0064,0.00644122383252818,34
Moderna,0.00646666666666666,0.00650875662618264,35
No_vaccine,0.0066,0.00664384940608012,35
Moderna,0.0062,0.00623867981485208,36
No_vaccine,0.00686666666666666,0.00691414378733973,36
Moderna,0.00606666666666666,0.0061036957542423996,37
No_vaccine,0.007,0.00704934541792547,37
Moderna,0.00693333333333333,0.00698174006444683,38
No_vaccine,0.00613333333333333,0.00617118325731151,38
Moderna,0.0064,0.00644122383252818,39
No_vaccine,0.00666666666666666,0.00671140939597315,39
Moderna,0.00666666666666666,0.00671140939597315,40
No_vaccine,0.0064,0.00644122383252818,40
Moderna,0.00686666666666666,0.00691414378733973,41
No_vaccine,0.0062,0.00623867981485208,41
Moderna,0.007,0.00704934541792547,42
No_vaccine,0.00606666666666666,0.0061036957542423996,42
Moderna,0.00686666666666666,0.00691414378733973,43
No_vaccine,0.0062,0.00623867981485208,43
Moderna,0.00753333333333333,0.00759051521461678,44
No_vaccine,0.00553333333333333,0.00556412147214587,44
Moderna,0.00613333333333333,0.00617118325731151,45
No_vaccine,0.00693333333333333,0.00698174006444683,45
Moderna,0.00706666666666666,0.00711695984960386,46
No_vaccine,0.006,0.00603621730382293,46
Moderna,0.00666666666666666,0.00671140939597315,47
No_vaccine,0.0064,0.00644122383252818,47
Moderna,0.00766666666666666,0.00772589855559287,48
No_vaccine,0.0054,0.00542931831892218,48
Moderna,0.0064,0.00644122383252818,49
No_vaccine,0.00666666666666666,0.00671140939597315,49
Moderna,0.0068,0.00684655658477648,50
No_vaccine,0.00626666666666666,0.00630618542868643,50
Moderna,0.00593333333333333,0.00596874790423177,51
No_vaccine,0.00713333333333333,0.00718458336131068,51
Moderna,0.00566666666666666,0.00569896077774053,52
No_vaccine,0.0074,0.00745516824501309,52
Moderna,0.0072,0.0072522159548751,53
No_vaccine,0.00586666666666666,0.00590128755364806,53
Moderna,0.0068,0.00684655658477648,54
No_vaccine,0.00626666666666666,0.00630618542868643,54
Moderna,0.0066,0.00664384940608012,55
No_vaccine,0.00646666666666666,0.00650875662618264,55
Moderna,0.00706666666666666,0.00711695984960386,56
No_vaccine,0.006,0.00603621730382293,56
Moderna,0.0058,0.00583383625025145,57
No_vaccine,0.00726666666666666,0.00731985763212678,57
Moderna,0.0064,0.00644122383252818,58
No_vaccine,0.00666666666666666,0.00671140939597315,58
Moderna,0.00686666666666666,0.00691414378733973,59
No_vaccine,0.0062,0.00623867981485208,59
Moderna,0.0066,0.00664384940608012,60
No_vaccine,0.00646666666666666,0.00650875662618264,60
Moderna,0.00633333333333333,0.00637370010063736,61
No_vaccine,0.00673333333333333,0.00677897845492986,61
Moderna,0.0076,0.00765820233776703,62
No_vaccine,0.00546666666666666,0.00549671537739643,62
Moderna,0.00693333333333333,0.00698174006444683,63
No_vaccine,0.00613333333333333,0.00617118325731151,63
Moderna,0.006,0.00603621730382293,64
No_vaccine,0.00706666666666666,0.00711695984960386,64
Moderna,0.00673333333333333,0.00677897845492986,65
No_vaccine,0.00633333333333333,0.00637370010063736,65
Moderna,0.00713333333333333,0.00718458336131068,66
No_vaccine,0.00593333333333333,0.00596874790423177,66
Moderna,0.00613333333333333,0.00617118325731151,67
No_vaccine,0.00693333333333333,0.00698174006444683,67
Moderna,0.006,0.00603621730382293,68
No_vaccine,0.00706666666666666,0.00711695984960386,68
Moderna,0.00666666666666666,0.00671140939597315,69
No_vaccine,0.0064,0.00644122383252818,69
Moderna,0.00726666666666666,0.00731985763212678,70
No_vaccine,0.0058,0.00583383625025145,70
Moderna,0.00706666666666666,0.00711695984960386,71
No_vaccine,0.006,0.00603621730382293,71
Moderna,0.00593333333333333,0.00596874790423177,72
No_vaccine,0.00713333333333333,0.00718458336131068,72
Moderna,0.00726666666666666,0.00731985763212678,73
No_vaccine,0.0058,0.00583383625025145,73
Moderna,0.00606666666666666,0.0061036957542423996,74
No_vaccine,0.007,0.00704934541792547,74
Moderna,0.00653333333333333,0.00657629848342504,75
No_vaccine,0.00653333333333333,0.00657629848342504,75
Moderna,0.00653333333333333,0.00657629848342504,76
No_vaccine,0.00653333333333333,0.00657629848342504,76
Moderna,0.006,0.00603621730382293,77
No_vaccine,0.00706666666666666,0.00711695984960386,77
Moderna,0.0068,0.00684655658477648,78
No_vaccine,0.00626666666666666,0.00630618542868643,78
Moderna,0.00666666666666666,0.00671140939597315,79
No_vaccine,0.0064,0.00644122383252818,79
Moderna,0.006,0.00603621730382293,80
No_vaccine,0.00706666666666666,0.00711695984960386,80
Moderna,0.00613333333333333,0.00617118325731151,81
No_vaccine,0.00693333333333333,0.00698174006444683,81
Moderna,0.00633333333333333,0.00637370010063736,82
No_vaccine,0.00673333333333333,0.00677897845492986,82
Moderna,0.00593333333333333,0.00596874790423177,83
No_vaccine,0.00713333333333333,0.00718458336131068,83
Moderna,0.00666666666666666,0.00671140939597315,84
No_vaccine,0.0064,0.00644122383252818,84
Moderna,0.00626666666666666,0.00630618542868643,85
No_vaccine,0.0068,0.00684655658477648,85
Moderna,0.00626666666666666,0.00630618542868643,86
No_vaccine,0.0068,0.00684655658477648,86
Moderna,0.00613333333333333,0.00617118325731151,87
No_vaccine,0.00693333333333333,0.00698174006444683,87
Moderna,0.00713333333333333,0.00718458336131068,88
No_vaccine,0.00593333333333333,0.00596874790423177,88
Moderna,0.00633333333333333,0.00637370010063736,89
No_vaccine,0.00673333333333333,0.00677897845492986,89
Moderna,0.00666666666666666,0.00671140939597315,90
No_vaccine,0.0064,0.00644122383252818,90
Moderna,0.00686666666666666,0.00691414378733973,91
No_vaccine,0.0062,0.00623867981485208,91
Moderna,0.007,0.00704934541792547,92
No_vaccine,0.00606666666666666,0.0061036957542423996,92
Moderna,0.00706666666666666,0.00711695984960386,93
No_vaccine,0.006,0.00603621730382293,93
Moderna,0.00633333333333333,0.00637370010063736,94
No_vaccine,0.00673333333333333,0.00677897845492986,94
Moderna,0.00673333333333333,0.00677897845492986,95
No_vaccine,0.00633333333333333,0.00637370010063736,95
Moderna,0.00666666666666666,0.00671140939597315,96
No_vaccine,0.0064,0.00644122383252818,96
Moderna,0.00706666666666666,0.00711695984960386,97
No_vaccine,0.006,0.00603621730382293,97
Moderna,0.00686666666666666,0.00691414378733973,98
No_vaccine,0.0062,0.00623867981485208,98
Moderna,0.00653333333333333,0.00657629848342504,99
No_vaccine,0.00653333333333333,0.00657629848342504,99
Moderna,0.00586666666666666,0.00590128755364806,100
No_vaccine,0.0072,0.0072522159548751,100
Moderna,0.0068,0.00684655658477648,101
No_vaccine,0.00626666666666666,0.00630618542868643,101
Moderna,0.0068,0.00684655658477648,102
No_vaccine,0.00626666666666666,0.00630618542868643,102
Moderna,0.0064,0.00644122383252818,103
No_vaccine,0.00666666666666666,0.00671140939597315,103
Moderna,0.00633333333333333,0.00637370010063736,104
No_vaccine,0.00673333333333333,0.00677897845492986,104
Moderna,0.00626666666666666,0.00630618542868643,105
No_vaccine,0.0068,0.00684655658477648,105
Moderna,0.00653333333333333,0.00657629848342504,106
No_vaccine,0.00653333333333333,0.00657629848342504,106
Moderna,0.00653333333333333,0.00657629848342504,107
No_vaccine,0.00653333333333333,0.00657629848342504,107
Moderna,0.00593333333333333,0.00596874790423177,108
No_vaccine,0.00713333333333333,0.00718458336131068,108
Moderna,0.00613333333333333,0.00617118325731151,109
No_vaccine,0.00693333333333333,0.00698174006444683,109
Moderna,0.00626666666666666,0.00630618542868643,110
No_vaccine,0.0068,0.00684655658477648,110
Moderna,0.00626666666666666,0.00630618542868643,111
No_vaccine,0.0068,0.00684655658477648,111
Moderna,0.0066,0.00664384940608012,112
No_vaccine,0.00646666666666666,0.00650875662618264,112
Moderna,0.00613333333333333,0.00617118325731151,113
No_vaccine,0.00693333333333333,0.00698174006444683,113
Moderna,0.00653333333333333,0.00657629848342504,114
No_vaccine,0.00653333333333333,0.00657629848342504,114
Moderna,0.0072,0.0072522159548751,115
No_vaccine,0.00586666666666666,0.00590128755364806,115
Moderna,0.00546666666666666,0.00549671537739643,116
No_vaccine,0.0076,0.00765820233776703,116
Moderna,0.00706666666666666,0.00711695984960386,117
No_vaccine,0.006,0.00603621730382293,117
Moderna,0.0062,0.00623867981485208,118
No_vaccine,0.00686666666666666,0.00691414378733973,118
Moderna,0.00606666666666666,0.0061036957542423996,119
No_vaccine,0.007,0.00704934541792547,119
Moderna,0.0058,0.00583383625025145,120
No_vaccine,0.00726666666666666,0.00731985763212678,120
Moderna,0.00666666666666666,0.00671140939597315,121
No_vaccine,0.0064,0.00644122383252818,121
Moderna,0.00633333333333333,0.00637370010063736,122
No_vaccine,0.00673333333333333,0.00677897845492986,122
Moderna,0.00666666666666666,0.00671140939597315,123
No_vaccine,0.0064,0.00644122383252818,123
Moderna,0.00706666666666666,0.00711695984960386,124
No_vaccine,0.006,0.00603621730382293,124
Moderna,0.00686666666666666,0.00691414378733973,125
No_vaccine,0.0062,0.00623867981485208,125
Moderna,0.00626666666666666,0.00630618542868643,126
No_vaccine,0.0068,0.00684655658477648,126
Moderna,0.0062,0.00623867981485208,127
No_vaccine,0.00686666666666666,0.00691414378733973,127
Moderna,0.00653333333333333,0.00657629848342504,128
No_vaccine,0.00653333333333333,0.00657629848342504,128
Moderna,0.00653333333333333,0.00657629848342504,129
No_vaccine,0.00653333333333333,0.00657629848342504,129
Moderna,0.00673333333333333,0.00677897845492986,130
No_vaccine,0.00633333333333333,0.00637370010063736,130
Moderna,0.00626666666666666,0.00630618542868643,131
No_vaccine,0.0068,0.00684655658477648,131
Moderna,0.00693333333333333,0.00698174006444683,132
No_vaccine,0.00613333333333333,0.00617118325731151,132
Moderna,0.00566666666666666,0.00569896077774053,133
No_vaccine,0.0074,0.00745516824501309,133
Moderna,0.0064,0.00644122383252818,134
No_vaccine,0.00666666666666666,0.00671140939597315,134
Moderna,0.00593333333333333,0.00596874790423177,135
No_vaccine,0.00713333333333333,0.00718458336131068,135
Moderna,0.0068,0.00684655658477648,136
No_vaccine,0.00626666666666666,0.00630618542868643,136
Moderna,0.00666666666666666,0.00671140939597315,137
No_vaccine,0.0064,0.00644122383252818,137
Moderna,0.00686666666666666,0.00691414378733973,138
No_vaccine,0.0062,0.00623867981485208,138
Moderna,0.00613333333333333,0.00617118325731151,139
No_vaccine,0.00693333333333333,0.00698174006444683,139
Moderna,0.00693333333333333,0.00698174006444683,140
No_vaccine,0.00613333333333333,0.00617118325731151,140
Moderna,0.00626666666666666,0.00630618542868643,141
No_vaccine,0.0068,0.00684655658477648,141
Moderna,0.00586666666666666,0.00590128755364806,142
No_vaccine,0.0072,0.0072522159548751,142
Moderna,0.00633333333333333,0.00637370010063736,143
No_vaccine,0.00673333333333333,0.00677897845492986,143
Moderna,0.00693333333333333,0.00698174006444683,144
No_vaccine,0.00613333333333333,0.00617118325731151,144
Moderna,0.00693333333333333,0.00698174006444683,145
No_vaccine,0.00613333333333333,0.00617118325731151,145
Moderna,0.00653333333333333,0.00657629848342504,146
No_vaccine,0.00653333333333333,0.00657629848342504,146
Moderna,0.00646666666666666,0.00650875662618264,147
No_vaccine,0.0066,0.00664384940608012,147
Moderna,0.0058,0.00583383625025145,148
No_vaccine,0.00726666666666666,0.00731985763212678,148
Moderna,0.00666666666666666,0.00671140939597315,149
No_vaccine,0.0064,0.00644122383252818,149
Moderna,0.00773333333333333,0.00779360386992744,150
No_vaccine,0.00533333333333333,0.00536193029490616,150
Moderna,0.00646666666666666,0.00650875662618264,151
No_vaccine,0.0066,0.00664384940608012,151
Moderna,0.00573333333333333,0.00576639399222207,152
No_vaccine,0.00733333333333333,0.0073875083948959,152
Moderna,0.00606666666666666,0.0061036957542423996,153
No_vaccine,0.007,0.00704934541792547,153
Moderna,0.0064,0.00644122383252818,154
No_vaccine,0.00666666666666666,0.00671140939597315,154
Moderna,0.00673333333333333,0.00677897845492986,155
No_vaccine,0.00633333333333333,0.00637370010063736,155
Moderna,0.0066,0.00664384940608012,156
No_vaccine,0.00646666666666666,0.00650875662618264,156
Moderna,0.0064,0.00644122383252818,157
No_vaccine,0.00666666666666666,0.00671140939597315,157
Moderna,0.00626666666666666,0.00630618542868643,158
No_vaccine,0.0068,0.00684655658477648,158
Moderna,0.00666666666666666,0.00671140939597315,159
No_vaccine,0.0064,0.00644122383252818,159
Moderna,0.00573333333333333,0.00576639399222207,160
No_vaccine,0.00733333333333333,0.0073875083948959,160
Moderna,0.00646666666666666,0.00650875662618264,161
No_vaccine,0.0066,0.00664384940608012,161
Moderna,0.0058,0.00583383625025145,162
No_vaccine,0.00726666666666666,0.00731985763212678,162
Moderna,0.00653333333333333,0.00657629848342504,163
No_vaccine,0.00653333333333333,0.00657629848342504,163
Moderna,0.00646666666666666,0.00650875662618264,164
No_vaccine,0.0066,0.00664384940608012,164
Moderna,0.00626666666666666,0.00630618542868643,165
No_vaccine,0.0068,0.00684655658477648,165
Moderna,0.006,0.00603621730382293,166
No_vaccine,0.00706666666666666,0.00711695984960386,166
Moderna,0.00686666666666666,0.00691414378733973,167
No_vaccine,0.0062,0.00623867981485208,167
Moderna,0.00653333333333333,0.00657629848342504,168
No_vaccine,0.00653333333333333,0.00657629848342504,168
Moderna,0.00693333333333333,0.00698174006444683,169
No_vaccine,0.00613333333333333,0.00617118325731151,169
Moderna,0.00546666666666666,0.00549671537739643,170
No_vaccine,0.0076,0.00765820233776703,170
Moderna,0.00653333333333333,0.00657629848342504,171
No_vaccine,0.00653333333333333,0.00657629848342504,171
Moderna,0.00626666666666666,0.00630618542868643,172
No_vaccine,0.0068,0.00684655658477648,172
Moderna,0.00646666666666666,0.00650875662618264,173
No_vaccine,0.0066,0.00664384940608012,173
Moderna,0.007,0.00704934541792547,174
No_vaccine,0.00606666666666666,0.0061036957542423996,174
Moderna,0.0058,0.00583383625025145,175
No_vaccine,0.00726666666666666,0.00731985763212678,175
Moderna,0.007,0.00704934541792547,176
No_vaccine,0.00606666666666666,0.0061036957542423996,176
Moderna,0.00613333333333333,0.00617118325731151,177
No_vaccine,0.00693333333333333,0.00698174006444683,177
Moderna,0.00726666666666666,0.00731985763212678,178
No_vaccine,0.0058,0.00583383625025145,178
Moderna,0.00646666666666666,0.00650875662618264,179
No_vaccine,0.0066,0.00664384940608012,179
Moderna,0.00633333333333333,0.00637370010063736,180
No_vaccine,0.00673333333333333,0.00677897845492986,180
Moderna,0.00613333333333333,0.00617118325731151,181
No_vaccine,0.00693333333333333,0.00698174006444683,181
Moderna,0.00673333333333333,0.00677897845492986,182
No_vaccine,0.00633333333333333,0.00637370010063736,182
Moderna,0.006,0.00603621730382293,183
No_vaccine,0.00706666666666666,0.00711695984960386,183
Moderna,0.00606666666666666,0.0061036957542423996,184
No_vaccine,0.007,0.00704934541792547,184
Moderna,0.00666666666666666,0.00671140939597315,185
No_vaccine,0.0064,0.00644122383252818,185
Moderna,0.00646666666666666,0.00650875662618264,186
No_vaccine,0.0066,0.00664384940608012,186
Moderna,0.00653333333333333,0.00657629848342504,187
No_vaccine,0.00653333333333333,0.00657629848342504,187
Moderna,0.00653333333333333,0.00657629848342504,188
No_vaccine,0.00653333333333333,0.00657629848342504,188
Moderna,0.00666666666666666,0.00671140939597315,189
No_vaccine,0.0064,0.00644122383252818,189
Moderna,0.0068,0.00684655658477648,190
No_vaccine,0.00626666666666666,0.00630618542868643,190
Moderna,0.00613333333333333,0.00617118325731151,191
No_vaccine,0.00693333333333333,0.00698174006444683,191
Moderna,0.00646666666666666,0.00650875662618264,192
No_vaccine,0.0066,0.00664384940608012,192
Moderna,0.0066,0.00664384940608012,193
No_vaccine,0.00646666666666666,0.00650875662618264,193
Moderna,0.00686666666666666,0.00691414378733973,194
No_vaccine,0.0062,0.00623867981485208,194
Moderna,0.00706666666666666,0.00711695984960386,195
No_vaccine,0.006,0.00603621730382293,195
Moderna,0.0074,0.00745516824501309,196
No_vaccine,0.00566666666666666,0.00569896077774053,196
Moderna,0.00633333333333333,0.00637370010063736,197
No_vaccine,0.00673333333333333,0.00677897845492986,197
Moderna,0.00653333333333333,0.00657629848342504,198
No_vaccine,0.00653333333333333,0.00657629848342504,198
Moderna,0.00686666666666666,0.00691414378733973,199
No_vaccine,0.0062,0.00623867981485208,199
Moderna,0.00593333333333333,0.00596874790423177,200
No_vaccine,0.00713333333333333,0.00718458336131068,200
Moderna,0.0064,0.00644122383252818,201
No_vaccine,0.00666666666666666,0.00671140939597315,201
Moderna,0.00693333333333333,0.00698174006444683,202
No_vaccine,0.00613333333333333,0.00617118325731151,202
Moderna,0.00686666666666666,0.00691414378733973,203
No_vaccine,0.0062,0.00623867981485208,203
Moderna,0.00613333333333333,0.00617118325731151,204
No_vaccine,0.00693333333333333,0.00698174006444683,204
Moderna,0.0066,0.00664384940608012,205
No_vaccine,0.00646666666666666,0.00650875662618264,205
Moderna,0.0066,0.00664384940608012,206
No_vaccine,0.00646666666666666,0.00650875662618264,206
Moderna,0.00633333333333333,0.00637370010063736,207
No_vaccine,0.00673333333333333,0.00677897845492986,207
Moderna,0.00673333333333333,0.00677897845492986,208
No_vaccine,0.00633333333333333,0.00637370010063736,208
Moderna,0.00653333333333333,0.00657629848342504,209
No_vaccine,0.00653333333333333,0.00657629848342504,209
Moderna,0.00646666666666666,0.00650875662618264,210
No_vaccine,0.0066,0.00664384940608012,210
Moderna,0.0068,0.00684655658477648,211
No_vaccine,0.00626666666666666,0.00630618542868643,211
Moderna,0.00606666666666666,0.0061036957542423996,212
No_vaccine,0.007,0.00704934541792547,212
Moderna,0.00706666666666666,0.00711695984960386,213
No_vaccine,0.006,0.00603621730382293,213
Moderna,0.0072,0.0072522159548751,214
No_vaccine,0.00586666666666666,0.00590128755364806,214
Moderna,0.00613333333333333,0.00617118325731151,215
No_vaccine,0.00693333333333333,0.00698174006444683,215
Moderna,0.00686666666666666,0.00691414378733973,216
No_vaccine,0.0062,0.00623867981485208,216
Moderna,0.00646666666666666,0.00650875662618264,217
No_vaccine,0.0066,0.00664384940608012,217
Moderna,0.00733333333333333,0.0073875083948959,218
No_vaccine,0.00573333333333333,0.00576639399222207,218
Moderna,0.00553333333333333,0.00556412147214587,219
No_vaccine,0.00753333333333333,0.00759051521461678,219
Moderna,0.00646666666666666,0.00650875662618264,220
No_vaccine,0.0066,0.00664384940608012,220
Moderna,0.00753333333333333,0.00759051521461678,221
No_vaccine,0.00553333333333333,0.00556412147214587,221
Moderna,0.00693333333333333,0.00698174006444683,222
No_vaccine,0.00613333333333333,0.00617118325731151,222
Moderna,0.007,0.00704934541792547,223
No_vaccine,0.00606666666666666,0.0061036957542423996,223
Moderna,0.00666666666666666,0.00671140939597315,224
No_vaccine,0.0064,0.00644122383252818,224
Moderna,0.00586666666666666,0.00590128755364806,225
No_vaccine,0.0072,0.0072522159548751,225
Moderna,0.00626666666666666,0.00630618542868643,226
No_vaccine,0.0068,0.00684655658477648,226
Moderna,0.00673333333333333,0.00677897845492986,227
No_vaccine,0.00633333333333333,0.00637370010063736,227
Moderna,0.00633333333333333,0.00637370010063736,228
No_vaccine,0.00673333333333333,0.00677897845492986,228
Moderna,0.00593333333333333,0.00596874790423177,229
No_vaccine,0.00713333333333333,0.00718458336131068,229
Moderna,0.00793333333333333,0.00799677441032188,230
No_vaccine,0.00513333333333333,0.00515982041144542,230
Moderna,0.0068,0.00684655658477648,231
No_vaccine,0.00626666666666666,0.00630618542868643,231
Moderna,0.00613333333333333,0.00617118325731151,232
No_vaccine,0.00693333333333333,0.00698174006444683,232
Moderna,0.00666666666666666,0.00671140939597315,233
No_vaccine,0.0064,0.00644122383252818,233
Moderna,0.007,0.00704934541792547,234
No_vaccine,0.00606666666666666,0.0061036957542423996,234
Moderna,0.0058,0.00583383625025145,235
No_vaccine,0.00726666666666666,0.00731985763212678,235
Moderna,0.0066,0.00664384940608012,236
No_vaccine,0.00646666666666666,0.00650875662618264,236
Moderna,0.00626666666666666,0.00630618542868643,237
No_vaccine,0.0068,0.00684655658477648,237
Moderna,0.0064,0.00644122383252818,238
No_vaccine,0.00666666666666666,0.00671140939597315,238
Moderna,0.00746666666666666,0.00752283718430951,239
No_vaccine,0.0056,0.00563153660498793,239
Moderna,0.007,0.00704934541792547,240
No_vaccine,0.00606666666666666,0.0061036957542423996,240
Moderna,0.00646666666666666,0.00650875662618264,241
No_vaccine,0.0066,0.00664384940608012,241
Moderna,0.0066,0.00664384940608012,242
No_vaccine,0.00646666666666666,0.00650875662618264,242
Moderna,0.00666666666666666,0.00671140939597315,243
No_vaccine,0.0064,0.00644122383252818,243
Moderna,0.00673333333333333,0.00677897845492986,244
No_vaccine,0.00633333333333333,0.00637370010063736,244
Moderna,0.00686666666666666,0.00691414378733973,245
No_vaccine,0.0062,0.00623867981485208,245
Moderna,0.0062,0.00623867981485208,246
No_vaccine,0.00686666666666666,0.00691414378733973,246
Moderna,0.00706666666666666,0.00711695984960386,247
No_vaccine,0.006,0.00603621730382293,247
Moderna,0.0068,0.00684655658477648,248
No_vaccine,0.00626666666666666,0.00630618542868643,248
Moderna,0.0068,0.00684655658477648,249
No_vaccine,0.00626666666666666,0.00630618542868643,249
Moderna,0.0056,0.00563153660498793,250
No_vaccine,0.00746666666666666,0.00752283718430951,250
Moderna,0.00593333333333333,0.00596874790423177,251
No_vaccine,0.00713333333333333,0.00718458336131068,251
Moderna,0.00566666666666666,0.00569896077774053,252
No_vaccine,0.0074,0.00745516824501309,252
Moderna,0.0078,0.00786131828260431,253
No_vaccine,0.00526666666666666,0.00529455130353193,253
Moderna,0.00673333333333333,0.00677897845492986,254
No_vaccine,0.00633333333333333,0.00637370010063736,254
Moderna,0.00613333333333333,0.00617118325731151,255
No_vaccine,0.00693333333333333,0.00698174006444683,255
Moderna,0.00673333333333333,0.00677897845492986,256
No_vaccine,0.00633333333333333,0.00637370010063736,256
Moderna,0.00753333333333333,0.00759051521461678,257
No_vaccine,0.00553333333333333,0.00556412147214587,257
Moderna,0.00586666666666666,0.00590128755364806,258
No_vaccine,0.0072,0.0072522159548751,258
Moderna,0.0062,0.00623867981485208,259
No_vaccine,0.00686666666666666,0.00691414378733973,259
Moderna,0.00673333333333333,0.00677897845492986,260
No_vaccine,0.00633333333333333,0.00637370010063736,260
Moderna,0.0072,0.0072522159548751,261
No_vaccine,0.00586666666666666,0.00590128755364806,261
Moderna,0.0072,0.0072522159548751,262
No_vaccine,0.00586666666666666,0.00590128755364806,262
Moderna,0.0052,0.00522718134298351,263
No_vaccine,0.00786666666666666,0.00792904179545759,263
Moderna,0.0072,0.0072522159548751,264
No_vaccine,0.00586666666666666,0.00590128755364806,264
Moderna,0.0058,0.00583383625025145,265
No_vaccine,0.00726666666666666,0.00731985763212678,265
Moderna,0.00646666666666666,0.00650875662618264,266
No_vaccine,0.0066,0.00664384940608012,266
Moderna,0.00713333333333333,0.00718458336131068,267
No_vaccine,0.00593333333333333,0.00596874790423177,267
Moderna,0.0066,0.00664384940608012,268
No_vaccine,0.00646666666666666,0.00650875662618264,268
Moderna,0.00606666666666666,0.0061036957542423996,269
No_vaccine,0.007,0.00704934541792547,269
Moderna,0.00673333333333333,0.00677897845492986,270
No_vaccine,0.00633333333333333,0.00637370010063736,270
Moderna,0.0068,0.00684655658477648,271
No_vaccine,0.00626666666666666,0.00630618542868643,271
Moderna,0.00733333333333333,0.0073875083948959,272
No_vaccine,0.00573333333333333,0.00576639399222207,272
Moderna,0.00586666666666666,0.00590128755364806,273
No_vaccine,0.0072,0.0072522159548751,273
Moderna,0.0064,0.00644122383252818,274
No_vaccine,0.00666666666666666,0.00671140939597315,274
Moderna,0.0066,0.00664384940608012,275
No_vaccine,0.00646666666666666,0.00650875662618264,275
Moderna,0.00626666666666666,0.00630618542868643,276
No_vaccine,0.0068,0.00684655658477648,276
Moderna,0.00673333333333333,0.00677897845492986,277
No_vaccine,0.00633333333333333,0.00637370010063736,277
Moderna,0.0068,0.00684655658477648,278
No_vaccine,0.00626666666666666,0.00630618542868643,278
Moderna,0.0068,0.00684655658477648,279
No_vaccine,0.00626666666666666,0.00630618542868643,279
Moderna,0.00666666666666666,0.00671140939597315,280
No_vaccine,0.0064,0.00644122383252818,280
Moderna,0.00633333333333333,0.00637370010063736,281
No_vaccine,0.00673333333333333,0.00677897845492986,281
Moderna,0.00626666666666666,0.00630618542868643,282
No_vaccine,0.0068,0.00684655658477648,282
Moderna,0.00606666666666666,0.0061036957542423996,283
No_vaccine,0.007,0.00704934541792547,283
Moderna,0.00693333333333333,0.00698174006444683,284
